Governo,Ministro,nome,cognome,gender
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,MARIO,BACCINI,male
II Governo Berlusconi,Ministro dell'economia e delle finanze,SILVIO,BERLUSCONI,male
II Governo Berlusconi,Ministro degli Affari esteri,SILVIO,BERLUSCONI,male
I Governo Prodi,Ministro della Sanità,ROSARIA,BINDI,female
I Governo D'Alema,Ministro della Sanità,ROSARIA,BINDI,female
II Governo D'Alema,Ministro della Sanità,ROSARIA,BINDI,female
II Governo Berlusconi,Ministro senza portafoglio per le Politiche comunitarie,ROCCO,BUTTIGLIONE,male
II Governo Amato,Ministro delle Finanze,OTTAVIANO,DEL TURCO,male
I Governo D'Alema,Ministro della Giustizia,OLIVIERO,DILIBERTO,male
I Governo D'Alema,Ministro di Grazia e giustizia,OLIVIERO,DILIBERTO,male
II Governo D'Alema,Ministro della Giustizia,OLIVIERO,DILIBERTO,male
I Governo D'Alema,Ministro del Commercio con l'estero,PIERO FRANCO,FASSINO,male
II Governo D'Alema,Ministro del Commercio con l'estero,PIERO FRANCO,FASSINO,male
II Governo Amato,Ministro della Giustizia,PIERO FRANCO,FASSINO,male
I Governo D'Alema,Ministro dell'Interno,ROSA,JERVOLINO RUSSO,female
II Governo Berlusconi,Ministro della Difesa,ANTONIO,MARTINO,male
II Governo Berlusconi,Vice Ministro ai Beni e alle attività culturali,ANTONIO,MARTUSCIELLO,male
I Governo D'Alema,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,female
II Governo D'Alema,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,female
II Governo Amato,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,female
II Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,GIOVANNI,MICCICHE',male
II Governo Berlusconi,Ministro senza portafoglio per le Pari opportunità,STEFANIA,PRESTIGIACOMO,female
II Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,male
II Governo Berlusconi,Ministro per i Beni e le attività culturali,GIULIANO,URBANI,male
II Governo Berlusconi,Vice Ministro delle Attività produttive,ADOLFO,URSO,male
II Governo D'Alema,Ministro senza Portafoglio per le Politiche comunitarie,PATRIZIA,TOIA,female
II Governo Amato,Ministro senza portafoglio per i Rapporti con il Parlamento,PATRIZIA,TOIA,female
I Governo Prodi,Ministro dell'Interno,GIORGIO,NAPOLITANO,male
II Governo Berlusconi,Ministro dell'Interno,GIUSEPPE,PISANU,male
II Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di governo,GIUSEPPE,PISANU,male
II Governo Berlusconi,Ministro degli Affari esteri,FRANCO,FRATTINI,male
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,FRANCO,FRATTINI,male
II Governo Berlusconi,Ministro dell'Interno,CLAUDIO,SCAJOLA,male
II Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di governo,CLAUDIO,SCAJOLA,male
I Governo Prodi,Ministro dei Trasporti e della navigazione,CLAUDIO,BURLANDO,male
II Governo Amato,Ministro dei Lavori pubblici,NERIO,NESI,male
I Governo Prodi,Ministro del Lavoro e della previdenza sociale,TIZIANO,TREU,male
I Governo D'Alema,Ministro dei Trasporti e della navigazione,TIZIANO,TREU,male
I Governo Prodi,Ministro degli Affari esteri,LAMBERTO,DINI,male
I Governo D'Alema,Ministro degli Affari esteri,LAMBERTO,DINI,male
II Governo D'Alema,Ministro degli Affari esteri,LAMBERTO,DINI,male
II Governo Amato,Ministro degli Affari esteri,LAMBERTO,DINI,male
I Governo Prodi,Ministro delle Poste e telecomunicazioni,ANTONIO,MACCANICO,male
I Governo Prodi,Ministro delle Comunicazioni,ANTONIO,MACCANICO,male
I Governo D'Alema,Ministro senza portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,male
II Governo D'Alema,Ministro senza Portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,male
II Governo Amato,Ministro senza Portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,male
II Governo Berlusconi,Ministro delle Attività produttive,ANTONIO,MARZANO,male
I Governo Prodi,Ministro del Commercio con l'estero,AUGUSTO,FANTOZZI,male
II Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GUIDO,POSSA,male
I Governo D'Alema,Ministro dei Lavori Pubblici,ENRICO LUIGI,MICHELI,male
II Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,PIERANTONIO MIRKO,TREMAGLIA,male
I Governo Prodi,Ministro dell'Ambiente,EDOARDO,RONCHI,male
I Governo D'Alema,Ministro dell'Ambiente,EDOARDO,RONCHI,male
II Governo D'Alema,Ministro dell'Ambiente,EDOARDO,RONCHI,male
I Governo Prodi,Ministro senza portafoglio per i Rapporti con il Parlamento,GIORGIO,BOGI,male
II Governo De Gasperi,Ministro dell'Assistenza post-bellica,EMILIO,SERENI,male
III Governo De Gasperi,Ministro dei Lavori Pubblici,EMILIO,SERENI,male
I Governo De Gasperi,Ministro dell'Agricoltura e Foreste,FAUSTO,GULLO,male
II Governo De Gasperi,Ministro di Grazia e Giustizia,FAUSTO,GULLO,male
III Governo De Gasperi,Ministro di Grazia e Giustizia,FAUSTO,GULLO,male
IV Governo De Gasperi,Ministro della Marina Mercantile,PAOLO,CAPPA,male
I Governo Fanfani,Ministro dei Trasporti,BERNARDO,MATTARELLA,male
IV Governo De Gasperi,Ministro di Grazia e Giustizia,GIUSEPPE,GRASSI,male
I Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,male
I Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,male
II Governo De Gasperi,Ministro dell'Interno,ALCIDE,DE GASPERI,male
II Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,male
II Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,male
III Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,male
IV Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,male
I Governo De Gasperi,Ministro dell'Aeronautica,MARIO,CEVOLOTTO,male
I Governo De Gasperi,Ministro di Grazia e Giustizia,PALMIRO,TOGLIATTI,male
I Governo Fanfani,Ministro delle Poste e Telecomunicazioni,GENNARO,CASSIANI,male
II Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,male
III Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,male
IV Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,male
I Governo De Gasperi,Ministro dell'Industria e Commercio,GIOVANNI,GRONCHI,male
I Governo De Gasperi,Ministro per la Costituente,PIETRO,NENNI,male
II Governo De Gasperi,Ministro degli Affari Esteri,PIETRO,NENNI,male
II Governo De Gasperi,Ministro senza Portafoglio,PIETRO,NENNI,male
I Governo Fanfani,Ministro degli Affari Esteri,ATTILIO,PICCIONI,male
IV Governo De Gasperi,Ministro senza Portafoglio,GIUSEPPE,SARAGAT,male
I Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,MARIO,SCELBA,male
II Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,MARIO,SCELBA,male
III Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male
IV Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male
I Governo Fanfani,Ministro dell'Interno,GIULIO,ANDREOTTI,male
I Governo Fanfani,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male
IV Governo De Gasperi,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,male
IV Governo De Gasperi,Ministro senza Portafoglio,GIUSEPPE,TOGNI,male
II Governo De Gasperi,Ministro della Marina Mercantile,SALVATORE,ALDISIO,male
III Governo De Gasperi,Ministro della Marina Mercantile,SALVATORE,ALDISIO,male
I Governo Fanfani,Ministro dell'Industria e Commercio,SALVATORE,ALDISIO,male
II Governo De Gasperi,Ministro del Commercio con l'Estero,PIETRO,CAMPILLI,male
III Governo De Gasperi,Ministro delle Finanze e Tesoro,PIETRO,CAMPILLI,male
I Governo Fanfani,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
II Governo De Gasperi,Ministro senza Portafoglio,GINO,MACRELLI,male
II Governo De Gasperi,Ministro della Marina Mercantile,GIUSEPPE,MICHELI,male
I Governo De Gasperi,Ministro dell'Interno,GIUSEPPE,ROMITA,male
II Governo De Gasperi,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,male
III Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,GIUSEPPE,ROMITA,male
II Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,male
III Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,male
IV Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,male
I Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,GAETANO,BARBARESCHI,male
II Governo De Gasperi,Ministro del Tesoro,GIOVANNI BATTISTA,BERTONE,male
I Governo De Gasperi,Ministro senza portafoglio,ALBERTO,CIANCA,male
II Governo De Gasperi,Ministro dell'Aeronautica,MARIO,CINGOLANI,male
IV Governo De Gasperi,Ministro della Difesa,MARIO,CINGOLANI,male
II Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,LODOVICO,D'ARAGONA,male
IV Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,LODOVICO,D'ARAGONA,male
IV Governo De Gasperi,Ministro delle Finanze e Tesoro,LUIGI,EINAUDI,male
IV Governo De Gasperi,Ministro del Bilancio,LUIGI,EINAUDI,male
II Governo De Gasperi,Ministro della Guerra,CIPRIANO,FACCHINETTI,male
IV Governo De Gasperi,Ministro della Difesa,CIPRIANO,FACCHINETTI,male
I Governo De Gasperi,Ministro dell'Assistenza post-bellica,LUIGI,GASPAROTTO,male
III Governo De Gasperi,Ministro della Difesa,LUIGI,GASPAROTTO,male
I Governo De Gasperi,Ministro per la Consulta Nazionale,EMILIO,LUSSU,male
I Governo De Gasperi,Ministro senza Portafoglio,EMILIO,LUSSU,male
IV Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,UMBERTO,MERLIN,male
I Governo Fanfani,Ministro dei Lavori Pubblici,UMBERTO,MERLIN,male
I Governo De Gasperi,Ministro della Pubblica Istruzione,ENRICO,MOLE',male
II Governo De Gasperi,Ministro dell'Industria e del Commercio,RODOLFO,MORANDI,male
III Governo De Gasperi,Ministro delll'Industria e Commercio,RODOLFO,MORANDI,male
I Governo De Gasperi,Ministro delle Finanze,MAURO,SCOCCIMARRO,male
II Governo De Gasperi,Ministro delle Finanze,MAURO,SCOCCIMARRO,male
III Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,male
IV Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,male
IV Governo De Gasperi,Ministro dei Lavori Pubblici,UMBERTO,TUPINI,male
I Governo Fanfani,Ministro senza Portafoglio,UMBERTO,TUPINI,male
III Governo De Gasperi,Ministro del Commercio con l'Estero,EZIO,VANONI,male
I Governo Fanfani,Ministro del Bilancio,EZIO,VANONI,male
IV Governo De Gasperi,Ministro del Commercio con l'Estero,CESARE,MERZAGORA,male
I Governo De Gasperi,Ministro dei Lavori Pubblici,LEONE,CATTANI,male
I Governo De Gasperi,Ministro del Commercio con l'Estero,MARIO,BRACCI,male
I Governo De Gasperi,Ministro della Marina,RAFFAELE,DE COURTEN,male
I Governo Fanfani,Ministro delle Finanze,ADONE,ZOLI,male
I Governo Fanfani,Ministro di Grazia e Giustizia,MICHELE,DE PIETRO,male
I Governo De Gasperi,Ministro della Ricostruzione,UGO,LA MALFA,male
I Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,male
I Governo De Gasperi,Ministro dei Trasporti,RICCARDO,LOMBARDI,male
I Governo De Gasperi,Ministro del Tesoro,EPICARMO,CORBINO,male
II Governo De Gasperi,Ministro del Tesoro,EPICARMO,CORBINO,male
I Governo Fanfani,Ministro della Pubblica Istruzione,EGIDIO,TOSATO,male
IV Governo De Gasperi,Ministro dell'Industria e Commercio,ROBERTO,TREMELLONI,male
I Governo Fanfani,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,male
III Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,LUIGI,CACCIATORE,male
II Governo Prodi,Ministro del Commercio internazionale,EMMA,BONINO,female
II Governo Prodi,Ministro senza portafoglio per le Politiche europee,EMMA,BONINO,female
II Governo Prodi,Ministro senza portafoglio,EMMA,BONINO,female
II Governo Prodi,Ministro della Giustizia,MARIO CLEMENTE,MASTELLA,male
III Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,TASSONE,male
IV Governo De Gasperi,Ministro delle Finanze,GIUSEPPE,PELLA,male
II Governo Prodi,Ministro delle Infrastrutture,ANTONIO,DI PIETRO,male
II Governo Prodi,Ministro delle Infrastrutture e dei trasporti,ANTONIO,DI PIETRO,male
IV Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,AMINTORE,FANFANI,male
III Governo Berlusconi,Ministro senza portafoglio per gli Affari regionali,ENRICO,LA LOGGIA,male
III Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GIOVANNI,RICEVUTO,male
III Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,GIUSEPPE CARLO FERDINANDO,VEGAS,male
III Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,UGO,MARTINAT,male
II Governo Prodi,Ministro dell'Interno,GIULIANO,AMATO,male
III Governo Berlusconi,Ministro degli Affari esteri,GIANFRANCO,FINI,male
II Governo Prodi,Vice Ministro degli Affari esteri,UGO,INTINI,male
III Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio,ALTERO,MATTEOLI,male
III Governo Berlusconi,Vice Ministro dell'Ambiente e della tutela del territorio,FRANCESCO,NUCARA,male
II Governo Prodi,Ministro per i Beni e le attività culturali,FRANCESCO,RUTELLI,male
II Governo Prodi,Vice Ministro dell'Economia e delle finanze,VINCENZO ALFONSO,VISCO,male
II Governo De Gasperi,Ministro dei Trasporti,GIACOMO,FERRARI,male
III Governo De Gasperi,Ministro dei Trasporti,GIACOMO,FERRARI,male
II Governo Prodi,Ministro degli Affari esteri,MASSIMO,D'ALEMA,male
II Governo Prodi,Ministro dello Sviluppo economico,PIER LUIGI,BERSANI,male
II Governo Prodi,Ministro delle Attività produttive,PIER LUIGI,BERSANI,male
II Governo Prodi,Ministro delle Politiche agricole e forestali,PAOLO,DE CASTRO,male
II Governo Prodi,"Ministro delle Politiche agricole, alimentari e forestali",PAOLO,DE CASTRO,male
II Governo Prodi,Vice Ministro dell'Interno,DOMENICO,MINNITI,male
II Governo Prodi,Ministro per i Rapporti con il Parlamento e le riforme istituzionali,VANNINO,CHITI,male
II Governo Prodi,Ministro per l'Attuazione del programma di Governo,GIULIO,SANTAGATA,male
III Governo Berlusconi,Ministro delle Infrastrutture e dei trasporti,PIETRO,LUNARDI,male
III Governo Berlusconi,"Ministro dell'Istruzione, dell'università e della ricerca",LETIZIA,MORATTI,female
III Governo Berlusconi,Ministro senza portafoglio per l'Innovazione e le tecnologie,LUCIO,STANCA,male
III Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,MARIO,BALDASSARRI,male
II Governo Prodi,Ministro delle Comunicazioni,PAOLO,GENTILONI SILVERI,male
IV Governo De Gasperi,Ministro del Tesoro,GUSTAVO,DEL VECCHIO,male
IV Governo De Gasperi,Ministro dei Trasporti,GUIDO,CORBELLINI,male
I Governo De Gasperi,Ministro della Guerra,MANLIO,BROSIO,male
I Governo Fanfani,Ministro del Tesoro,SILVIO,GAVA,male
I Governo Fanfani,Ministro dell'Agricoltura e Foreste,GIUSEPPE,MEDICI,male
I Governo Fanfani,Ministro del Commercio con l'Estero,GIORDANO,DELL'AMORE,male
III Governo Berlusconi,Ministro dell'Economia e delle finanze,DOMENICO,SINISCALCO,male
II Governo Prodi,Vice Ministro dello Sviluppo economico,SERGIO ANTONIO,D'ANTONI,male
II Governo Prodi,Ministro per gli Affari regionali e le autonomie locali,LINDA,LANZILLOTTA,female
II Governo Prodi,Vice Ministro delle Infrastrutture,ANGELO,CAPODICASA,male
II Governo Prodi,Ministro del Lavoro e della previdenza sociale,CESARE,DAMIANO,male
II Governo Prodi,Ministro del Lavoro e delle politiche sociali,CESARE,DAMIANO,male
II Governo Prodi,Ministro della Solidarietà sociale,PAOLO,FERRERO,male
II Governo Prodi,Ministro senza portafoglio,PAOLO,FERRERO,male
II Governo Prodi,Vice Ministro degli Affari esteri,PATRIZIA,SENTINELLI,female
II Governo Prodi,Ministro dell'Economia e delle finanze,TOMMASO,PADOA SCHIOPPA,male
II Governo Prodi,Ministro dei Trasporti,ALESSANDRO,BIANCHI,male
II Governo Prodi,Ministro senza portafoglio,ALESSANDRO,BIANCHI,male
II Governo Prodi,Ministro per le Riforme e le innovazioni nella pubblica amministrazione,LUIGI,NICOLAIS,male
II Governo Prodi,Vice Ministro dell'Istruzione,MARIANGELA,BASTICO,female
II Governo Prodi,Vice Ministro della Pubblica istruzione,MARIANGELA,BASTICO,female
II Governo Prodi,Ministro della Giustizia,LUIGI,SCOTTI,male
II Governo Prodi,Ministro della Salute,LIVIA,TURCO,female
I Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,LUIGI,GUI,male
III Governo Berlusconi,Ministro senza portafoglio per le Politiche comunitarie,GIORGIO,LA MALFA,male
III Governo Berlusconi,Ministro senza Portafoglio per le Riforme istituzionali e la devoluzione,ROBERTO,CALDEROLI,male
III Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di Governo,STEFANO,CALDORO,male
III Governo Berlusconi,Ministro della Giustizia,ROBERTO,CASTELLI,male
III Governo Berlusconi,Ministro senza portafoglio per i Rapporti con il Parlamento,CARLO AMEDEO,GIOVANARDI,male
III Governo Berlusconi,Ministro del Lavoro e delle politiche sociali,ROBERTO ERNESTO,MARONI,male
II Governo Prodi,Ministro dell'Università e della ricerca,FABIO,MUSSI,male
II Governo Prodi,"Ministro dell'Istruzione, dell'università e della ricerca",FABIO,MUSSI,male
II Governo Prodi,Ministro dell'Ambiente e della tutela del territorio e del mare,ALFONSO,PECORARO SCANIO,male
II Governo Prodi,Ministro dell'Ambiente e della tutela del territorio,ALFONSO,PECORARO SCANIO,male
II Governo Prodi,Vice Ministro dell'Economia e delle finanze,ROBERTO,PINZA,male
II Governo Prodi,Ministro per i Diritti e le pari opportunità,BARBARA MARIA SIMONETTA,POLLASTRINI,female
III Governo Berlusconi,Ministro delle Politiche agricole e forestali,GIOVANNI,ALEMANNO,male
III Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,MARIO,BACCINI,male
III Governo Berlusconi,Ministro dell'Economia e delle finanze,SILVIO,BERLUSCONI,male
III Governo Berlusconi,Ministro della Salute,SILVIO,BERLUSCONI,male
II Governo Prodi,Ministro delle Politiche per la famiglia,ROSARIA,BINDI,female
III Governo Berlusconi,Ministro per i Beni e le attività culturali,ROCCO,BUTTIGLIONE,male
II Governo Prodi,Vice Ministro degli Affari esteri,FRANCO,DANIELI,male
III Governo Berlusconi,Ministro delle Comunicazioni,MARIO,LANDOLFI,male
III Governo Berlusconi,Ministro della Difesa,ANTONIO,MARTINO,male
III Governo Berlusconi,Vice Ministro per i Beni e le attività culturali,ANTONIO,MARTUSCIELLO,male
II Governo Prodi,Ministro per le Politiche giovanili e le attività sportive,GIOVANNA,MELANDRI,female
III Governo Berlusconi,Ministro senza Portafoglio per lo Sviluppo e la coesione territoriale,GIOVANNI,MICCICHE',male
III Governo Berlusconi,Ministro senza portafoglio per le Pari opportunità,STEFANIA,PRESTIGIACOMO,female
III Governo Berlusconi,Ministro della Salute,FRANCESCO,STORACE,male
III Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,male
III Governo Berlusconi,Ministro senza Portafoglio della Presidenza del Consiglio dei Ministri,GIULIO CARLO DANILO,TREMONTI,male
III Governo Berlusconi,Vice Ministro delle Attività produttive,ADOLFO,URSO,male
III Governo Berlusconi,Ministro dell'Interno,GIUSEPPE,PISANU,male
II Governo Prodi,Ministro dell'Istruzione,GIUSEPPE,FIORONI,male
II Governo Prodi,Ministro della Pubblica istruzione,GIUSEPPE,FIORONI,male
II Governo Prodi,Ministro senza portafoglio,GIUSEPPE,FIORONI,male
III Governo Berlusconi,Ministro delle Attività produttive,CLAUDIO,SCAJOLA,male
II Governo Prodi,Vice Ministro dei Trasporti,CESARE,DE PICCOLI,male
II Governo Prodi,Ministro del Commercio internazionale,ROMANO,PRODI,male
II Governo Prodi,Ministro della Giustizia,ROMANO,PRODI,male
III Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GUIDO,POSSA,male
II Governo Prodi,Ministro della Difesa,ARTURO MARIO LUIGI,PARISI,male
III Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,PIERANTONIO MIRKO,TREMAGLIA,male
IV Governo De Gasperi,Ministro senza Portafoglio,RANDOLFO,PACCIARDI,male
I Governo Scelba,Ministro dei Trasporti,BERNARDO,MATTARELLA,male
I Governo Segni,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,male
I Governo Zoli,Ministro delle Poste e Telecomunicazioni,BERNARDO,MATTARELLA,male
I Governo Letta,Ministro degli Affari Esteri,EMMA,BONINO,female
I Governo Segni,Ministro dei Trasporti,ARMANDO,ANGELINI,male
I Governo Zoli,Ministro dei Trasporti,ARMANDO,ANGELINI,male
I Governo Scelba,Ministro delle Poste e Telecomunicazioni,GENNARO,CASSIANI,male
I Governo Segni,Ministro della Marina Mercantile,GENNARO,CASSIANI,male
I Governo Zoli,Ministro della Marina Mercantile,GENNARO,CASSIANI,male
I Governo Zoli,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male
I Governo Segni,Ministro senza Portafoglio,GUIDO,GONELLA,male
I Governo Scelba,Ministro degli Affari Esteri,ATTILIO,PICCIONI,male
I Governo Segni,Ministro senza Portafoglio,GIUSEPPE,SARAGAT,male
I Governo Scelba,Ministro dell'Interno,MARIO,SCELBA,male
I Governo Segni,Ministro delle Finanze,GIULIO,ANDREOTTI,male
I Governo Zoli,Ministro delle Finanze,GIULIO,ANDREOTTI,male
I Governo Scelba,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male
I Governo Segni,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male
I Governo Zoli,Ministro della Difesa,PAOLO EMILIO,TAVIANI,male
I Governo Segni,Ministro delle Partecipazioni Statali,GIUSEPPE,TOGNI,male
I Governo Zoli,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,male
IV Governo Berlusconi,Ministro delle infrastrutture e dei trasporti,ALTERO,MATTEOLI,male
I Governo Scelba,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
I Governo Segni,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
I Governo Zoli,Ministro senza Portafoglio,PIETRO,CAMPILLI,male
I Governo Scelba,Ministro senza Portafoglio,RAFFAELE,DE CARO,male
I Governo Segni,Ministro senza Portafoglio,RAFFAELE,DE CARO,male
I Governo Scelba,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,male
I Governo Segni,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,male
I Governo Scelba,Ministro dell'Industria e Commercio,BRUNO,VILLABRUNA,male
I Governo Segni,Ministro delle Poste e Telecomunicazioni,GIOVANNI,BRASCHI,male
I Governo Scelba,Ministro senza Portafoglio,UMBERTO,TUPINI,male
I Governo Scelba,Ministro del Bilancio,EZIO,VANONI,male
I Governo Segni,Ministro del Bilancio,EZIO,VANONI,male
I Governo Segni,Ministro del Tesoro,EZIO,VANONI,male
I Governo Zoli,Ministro del Commercio con l'Estero,GUIDO,CARLI,male
I Governo Letta,Ministro senza portafoglio per la Pubblica Amministrazione e la Semplificazione,GIANPIERO,D'ALIA,male
I Governo Letta,Ministro senza portafoglio per i Rapporti con il Parlamento e il Coordinamento dell'Attività di Governo,DARIO,FRANCESCHINI,male
I Governo Letta,Vice Ministro dell'Economia e delle Finanze,LUIGI,CASERO,male
IV Governo Berlusconi,Ministro della Giustizia,ANGELINO,ALFANO,male
I Governo Letta,Ministro dell'Interno,ANGELINO,ALFANO,male
I Governo Letta,Ministro delle Infrastrutture e dei Trasporti,MAURIZIO ENZO,LUPI,male
I Governo Segni,Ministro del Bilancio,ADONE,ZOLI,male
I Governo Zoli,Ministro del Bilancio,ADONE,ZOLI,male
I Governo Zoli,Ministro del Lavoro e della Previdenza Sociale,ADONE,ZOLI,male
I Governo Scelba,Ministro di Grazia e Giustizia,MICHELE,DE PIETRO,male
I Governo Letta,Ministro dell'Ambiente e della Tutela del Territorio e del Mare,ANDREA,ORLANDO,male
I Governo Letta,Ministro senza portafoglio per le Riforme Costituzionali,GAETANO,QUAGLIARIELLO,male
I Governo Letta,Ministro della Salute,BEATRICE,LORENZIN,female
I Governo Letta,Ministro delle Politiche Agricole Alimentari e Forestali,NUNZIA,DE GIROLAMO,female
I Governo Letta,Ministro della Giustizia,ANNA MARIA,CANCELLIERI,female
I Governo Letta,Ministro senza portafoglio per gli Affari Europei,ENZO,MOAVERO MILANESI,male
I Governo Letta,Vice Ministro dello Sviluppo economico,ANTONIO,CATRICALA',male
I Governo Letta,Vice Ministro degli Affari esteri,MARTA,DASSU',female
I Governo Letta,Vice Ministro dell'Economia e delle Finanze,STEFANO,FASSINA,male
I Governo Letta,Ministro senza portafoglio per l'Integrazione,KASHETU,KYENGE,female
I Governo Letta,Ministro per i Beni e le Attività Culturali,MASSIMO,BRAY,male
I Governo Letta,"Ministro dell'Istruzione, dell'Università e della Ricerca",MARIA CHIARA,CARROZZA,female
I Governo Letta,Vice Ministro degli Affari esteri,BRUNO,ARCHI,male
I Governo Letta,"Ministro senza portafoglio per le Pari Opportunità, lo Sport e le Politiche Giovanili",JOSEFA,IDEM,female
I Governo Letta,Ministro della Difesa,MARIO WALTER,MAURO,male
I Governo Letta,Ministro senza portafoglio per gli Affari Regionali e le Autonomie,GRAZIANO,DELRIO,male
I Governo Letta,Ministro senza portafoglio per la Coesione Territoriale,CARLO,TRIGILIA,male
I Governo Letta,Ministro dell'Economia e delle Finanze,FABRIZIO,SACCOMANNI,male
I Governo Letta,Ministro del Lavoro e delle Politiche Sociali,ENRICO,GIOVANNINI,male
I Governo Letta,Ministro dello Sviluppo Economico,FLAVIO,ZANONATO,male
I Governo Letta,Vice Ministro dello Sviluppo economico,CARLO,CALENDA,male
IV Governo Berlusconi,Ministro della Difesa,IGNAZIO BENITO MARIA,LA RUSSA,male
IV Governo Berlusconi,Ministro dell'Interno,ROBERTO ERNESTO,MARONI,male
IV Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio e del mare,STEFANIA,PRESTIGIACOMO,female
IV Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,male
I Governo Letta,Vice Ministro degli Affari esteri,LAPO,PISTELLI,male
I Governo Segni,Ministro della Pubblica Istruzione,PAOLO,ROSSI,male
I Governo Scelba,Ministro delle Finanze,ROBERTO,TREMELLONI,male
I Governo Segni,Ministro dell'Industria e Commercio,GUIDO,CORTESE,male
I Governo Scelba,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,male
I Governo Segni,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,male
I Governo Scelba,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,male
I Governo Segni,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,male
