nome,cognome,gender
LUCA,AZZANO CANTARUTTI,male
MARIO,BACCINI,male
GIACOMO,BAIAMONTE,male
GUIDO BALDO,BALDI,male
EDOUARD,BALLAMAN,male
GIUSEPPE ANTONIO,BARBIERI,male
EUGENIO,BARESI,male
FRANCESCO MICHELE,BARRA,male
DOMENICO ANTONIO,BASILE,male
GIUSEPPE,LUPIS,male
EMANUELE,BASILE,male
VINCENZO,BASILE,male
LUCA,BASSO,male
GIOVANNI,BATTAFARANO,male
PAOLO,BECCHETTI,male
SALVATORE,BELLOMI,male
DOMENICO,BENEDETTI VALENTINI,male
ALESSANDRO,BERGAMO,male
SILVIO,BERLUSCONI,male
ROBERTO,BERNARDELLI,male
GIORGIO,BERNINI,male
FAUSTO,BERTINOTTI,male
MAURIZIO,BERTUCCI,male
GIOVANNI,BIANCHI,male
VINCENZO,BIANCHI,male
VALTER,BIELLI,male
LUCIANO ANGELO,BISTAFFA,male
VINCENZO ARTURO VITTORIO,BIZZARRI,male
ANGELO ANTONIO,BLANCO,male
GIULIANO MASSIMO,BOFFARDI,male
FLAVIO,BONAFINI,male
SEBASTIANO GIACOMO,BONGIORNO,male
FRANCESCO,BONITO,male
NICOLA,BONO,male
GIUSEPPE,BONOMI,male
MARIO,BORTOLOSO,male
ENRICO,BOSELLI,male
ALBERTO MARIA,BOSISIO,male
DOMENICO,BOVA,male
FABRIZIO FELICE,BRACCO,male
GIAN PIERO,BROGLIA,male
SIEGFRIED,BRUGGER,male
GIOVANNI,BRUNALE,male
ROCCO,BUTTIGLIONE,male
MICHELE,CACCAVALE,male
RICCARDO,CALLERI,male
FRANCESCO,CALVANESE,male
GABRIELE,CALVI,male
CRISTOFORO,CANAVESE,male
RICCARDO,CANESI,male
FRANCESCO MARIA,CAPITANEO,male
ONORIO ANTONIO,CARLESIMO,male
FRANCO,CARDIELLO,male
CARLO,CARLI,male
ANTONINO,CARRARA,male
ENZO,CARUSO,male
MARIO,CARUSO,male
FRANCESCO,CASCIO,male
FLAVIO GIOVANNI,CASELLI,male
GIOVANNI,CASTELLANI,male
ENRICO,CAVALIERE,male
UMBERTO,CECCHI,male
UGO,CECCONI,male
CESARE,CEFARATTI,male
ALDO,CENNAMO,male
ROBERTO,CERESA,male
ANTONIO,CHERIO,male
SERGIO,CHIESA,male
SALVATORE,CICU,male
LUCIANO,CIOCCHETTI,male
ROBERTO,CIPRIANI,male
VINCENZO,CIRUZZI,male
ITALO,COCCI,male
SERGIO,COLA,male
MANLIO,COLLAVINI,male
EDRO,COLOMBINI,male
ELIO,COLOSIMO,male
GIANFRANCO,CONTE,male
CARLO,CONTI,male
ARMANDO,COSSUTTA,male
ALBERTO,COVA,male
ROCCO,CRIMI,male
NICOLO' ANTONIO,CUSCUNA',male
GIUSEPPE LORENZO,DALLARA,male
FRANCO,DANIELI,male
GIACOMO,DE ANGELIS,male
MARIO,SOLDANI,male
GIACOMO,DE GHISLANZONI CARDOLI,male
GIOVANNI,DE MURTAS,male
GABRIELE,DE ROSA,male
MICHELE,DEL GAUDIO,male
FABRIZIO,DEL NOCE,male
ANTONIO,DEL PRETE,male
OTTAVIANO,DEL TURCO,male
MODESTO MARIO,DELLA ROSA,male
RAFFAELE,DELLA VALLE,male
SALVATORE,DELL'UTRI,male
PAOLO,DEVECCHI,male
FRANCO MARIA,MALFATTI,male
FLAVIO,DEVETAG,male
ANGELO RAFFAELE,DEVICIENTI,male
FABIO CLAUDIO,DI CAPUA,male
GIOVANNI,DI FONZO,male
GIUSEPPE,DI LELLO FINUOLI,male
ALBERTO,DI LUCA,male
PIETRO,DI MUCCIO,male
ROBERTO IGNAZIO,DI ROSA,male
GIOVANNI,DI STASI,male
LORENZO,DIANA,male
OSCAR,MAMMI',male
OLIVIERO,DILIBERTO,male
LEONARDO,DOMENICI,male
VITTORIO,DOTTI,male
GIANPAOLO,DOZZO,male
EUGENIO,DUCA,male
LEOPOLDO,ELIA,male
VITTORIO,EMILIANI,male
VINCENZO,EPIFANI,male
BENITO,FALVO,male
PIERO FRANCO,FASSINO,male
ENRICO,MANCA,male
GIOVANNI,FERRANTE,male
ROMANO,FILIPPI,male
ILARIO,FLORESTA,male
SEBASTIANO,FOGLIATO,male
ANTONIO,FONNESU,male
ROLANDO,FONTAN,male
GIUSEPPE,FORESTIERE,male
VINCENZO,FRAGALA',male
VITO,FUMAGALLI,male
STEFANO,GAGGIOLI,male
GIANCARLO,GALAN,male
PRIMO,GALDELLI,male
PAOLO,GALLETTI,male
GIACOMO,GALLI,male
LUCIANO,GALLIANI,male
GIACOMO,GARRA,male
MARIO,GATTO,male
FRANCO,GERARDINI,male
GIOVENALE,GERBAUDO,male
ENZO GIORGIO,GHIGO,male
FRANCESCO,GHIROLDI,male
LUIGI,GIACCO,male
GIUSEPPE,GIACOVAZZO,male
GIACOMO,MANCINI,male
MICHELE,GIARDIELLO,male
ANDREA ANGELO,GIBELLI,male
LUDOVICO MARIA,GILBERTI,male
ANDREA,GISSI,male
LUIGI,GIUGNI,male
GIUSEPPE,GIULIETTI,male
GIULIANO,GODINO,male
SILVANO,GORI,male
DOMENICO,GRAMAZIO,male
CLAUDIO,GRATICOLA,male
VINCENZO,MANCINI,male
GIUSEPPE,GRECO,male
TULLIO,GRIMALDI,male
ROBERTO,GRUGNETTI,male
RENZO,GUBERT,male
FURIO,GUBETTI,male
ANTONIO,GUIDI,male
ENRICO,HÜLLWECK,male
CARMELO,INCORVAIA,male
ENRICO,INDELLI,male
GIANCARLO,INNOCENZI BOTTI,male
GIORGIO,JANNONE,male
PASQUALE,LA CERRA,male
SAVERIO,LA GRUA,male
FRANCESCO,LA SAPONARA,male
ALBERTO,LA VOLPE,male
MARIO,LANDOLFI,male
GIUSEPPE,AZZARO,male
LELIO,LANTELLA,male
ROBERTO LUIGI,LAVAGNINI,male
GIUSEPPE,LAZZARINI,male
ALBERTO,LEMBO,male
LUCIO,LEONARDELLI,male
SILVESTRE SAVERIO,LIOTTA,male
FRANCESCO PAOLO,LIUZZI,male
DOMENICO,LO JUCCO,male
VITTORIO GIOVANNI,LODOLO D'ORIA,male
GIUSEPPE,LOMBARDO,male
RAULLE,LOVISONI,male
PAOLO,MENGOLI,male
STEFANO,BOTTINI,male
OTTAVIO,LAVAGGI,male
ANTONIO,MICELI,male
ANTONIO,QUATTROCCHI,male
SALVATORE,MARGIOTTA,male
ALFIO PAOLO GIUSEPPE,SPERANZA,male
PAOLO,PRODI,male
PAOLO,FRANZINI TIBALDEO,male
RAFFAELLO,LOSPINOSO SEVERINI,male
PRIMO,LUCCHESI,male
ROBERTO,LUCIFREDI,male
ENZO,LURASCHI,male
EMANUELE,MACALUSO,male
GIUSEPPE,MACCHIAVELLI,male
DESIDERIO,MAGGIONI,male
TERENZIO,MAGLIANO,male
DOMENICO,MAGRI',male
GIUSEPPE,AVERARDI,male
GIOVANNI FRANCESCO,MALAGODI,male
ALBERTO,MALAGUGINI,male
GUGLIELMO,MANCINELLI,male
ANTONIO,MANCINI,male
CLEMENTE,MANCO,male
GIUSEPPE,MANCUSO,male
GUIDO,MANTELLA,male
DOMENICO,LUCA',male
FRANCESCO PAOLO,LUCCHESE,male
GIUSEPPE,LUMIA,male
NICOLA,MAGRONE,male
LUCIO,MALAN,male
GIANCARLO MAURIZIO,MALVESTITO,male
VALERIO,MALVEZZI,male
PAOLO,MAMMOLA,male
ANGELO RAFFAELE,MANCA,male
FRANCESCO,MANGANELLI,male
VALENTINO,MANZONI,male
ANTONIO,MARANO,male
LUCIO,MARENGO,male
ACHILLE ENOC,MARIANO,male
GIOVANNI,MARINO,male
PIERGIORGIO,MARTINELLI,male
ANTONIO,MARTINO,male
ANTONIO,MARTUSCIELLO,male
DOMENICO,MASELLI,male
DIEGO,MASI,male
MARIO,MASINI,male
PIERGIORGIO,MASSIDDA,male
RICCARDO,MASTRANGELI,male
GIOVANNI GIUSEPPE ANGELO,MASTRANGELO,male
SALVATORE FRANCESCO,MASTROLUCA,male
AMEDEO GENNARO RANIERO,MATACENA,male
VINCENZO,MATTINA,male
ANTONIO,MAZZOCCHI,male
GIOVANNI,MEALLI,male
FRANCESCO GIOVANNI MARIA,MELE,male
ALESSANDRO,MELUZZI,male
MAURIZIO,MENEGON,male
ROBERTO,MENIA,male
ALFREDO,MEOCCI,male
VITTORIO FRANCESCO MARIA,MESSA,male
GIOVANNI,MICCICHE',male
VALERIO,MIGNONE,male
PIETRO,MILIO,male
FRANCESCO,MIROGLIO,male
ANTONINO,MIRONE,male
PIETRO,MITOLO,male
DANIELE,MOLGORA,male
PAOLO SANDRO,MOLINARO,male
DANILO,MONTANARI,male
ALBERTO,MONTICONE,male
ANTONIO,MORMONE,male
STEFANO,MORSELLI,male
LUIGI,MURATORI,male
TOTI SALVATORE,MUSUMECI,male
ENRICO PAOLO,NAN,male
OTTAVIO,NAVARRA,male
SEBASTIANO,NERI,male
VINCENZO,NESPOLI,male
GUALBERTO,NICCOLINI,male
LUIGI,NOCERA,male
EMIDDIO,NOVI,male
GIOVANNI PAOLO,NUVOLI,male
PAOLO,OBERTI,male
PAOLO,ODORIZZI,male
FRANCESCO,ONNIS,male
EUGENIO,OZZA,male
DONATO ANTONIO,PACE,male
GIOVANNI,PACE,male
PIERANGELO,PALEARI,male
GIUSEPPE,PALUMBO,male
FEDELE,PAMPO,male
BENITO,PAOLONE,male
CORRADO,PAOLONI,male
NICOLA,PARENTI,male
FRANCESCO,PARISI,male
ANTONIO DOMENICO,PASINATO,male
MARIO,PEPE,male
RICCARDO,PERALE,male
CLAUDIO,PERCIVALLE,male
ETTORE,PERETTI,male
GIUSEPPE ROMEO,PERICU,male
SANTE,PERTICARO,male
GIUSEPPE,PETRELLI,male
ANTONIO,PEZZELLA,male
MARIO,PEZZOLI,male
MARCO,PEZZONI,male
CESARE,PIACENTINO,male
GIOVANNI,PILO,male
MARIO,PITZALIS,male
ANTONIO,PIVA,male
STEFANO,PODESTA',male
PAOLO,POLENTA,male
LUIGI,PORCARI,male
CARMELO,PORCU,male
MAURIZIO,PORTA,male
SERAFINO,PULCINI,male
PAOLO,RAFFAELLI,male
MICHELE,RALLO,male
UMBERTO,RANIERI,male
ANTONIO,RASTRELLI,male
GIANFRANCO,RASTRELLI,male
ENZO,RAVETTA,male
ITALO ALDO,REALE,male
EUGENIO,RICCIO,male
NICOLA,RIVELLI,male
ANTONIO,RIZZO,male
MARCO,RIZZO,male
FLAVIO,RODEGHIERO,male
MARCO,ROMANELLO,male
PAOLO,ROMANI,male
ROBERTO,RONCHI,male
DANIELE,ROSCIA,male
GIUSEPPE,ROSSETTO,male
ROBERTO,ROSSO,male
GIANFRANCO,ROTONDI,male
ANTONIO,ROTUNDO,male
ALESSANDRO,RUBINO,male
ELVIO,RUFFINO,male
FABRIZIO,SACERDOTI,male
RENATO,MASSARI,male
ANTONIO,SAIA,male
ISAIA,SALES,male
PIER CORRADO,SALINO,male
RICCARDO,SANDRONE,male
MARIO FRANCESCO,FERRARA,male
LUIGI,SARACENI,male
ENZO,SAVARESE,male
GIUSEPPE MARIO,SCALISI,male
GIAN PIERO,SCANU,male
PAOLO,SCARPA BONAZZA BUORA,male
FELICE,SCERMINO,male
FERDINANDO,SCHETTINO,male
ROBERTO,SCIACCA,male
GIUSEPPE,SCOTTO DI LUZIO,male
GIUSEPPE,SCOZZARI,male
GUSTAVO,SELVA,male
GINO,SETTIMI,male
GIUSEPPE,SICILIANI,male
LUIGI,SIDOTI,male
STEFANO,SIGNORINI,male
ATTILIO,SIGONA,male
ALBERTO,SIMEONE,male
VINCENZO,SIMONELLI,male
ANTONIO,SODA,male
ANTONIO GIUSEPPE,SORO,male
ONOFRIO,SPAGNOLETTI ZEULI,male
SALVATORE,SPARACINO,male
ERNESTO,STAJANO,male
CARLO,STICOTTI,male
FRANCESCO,STORACE,male
MICHELE,STORNELLO,male
LORENZO,STRIK LIEVERS,male
FRANCESCO,STROILI,male
ALVARO,SUPERCHI,male
PAOLO EMILIO,TADDEI,male
PAOLO,TAGINI,male
SERGIO,TANZARELLA,male
FLAVIO,TANZILLI,male
VITTORIO,TARDITI,male
TEODORO STEFANO,TASCONE,male
GIUSEPPE MARIA,TAURINO,male
ADRIANO,TESO,male
ORESTE,TOFANI,male
VANNI,TONIZZO,male
VINCENZO,TORRE,male
ROBERTO,TORTOLI,male
NICOLA,TRAPANI,male
GIULIO CARLO DANILO,TREMONTI,male
SANDRO,TREVISANATO,male
FLAVIO,TRINCA,male
ALDO,TRIONE,male
PALMIRO,UCCHIELLI,male
DENIS,UGOLINI,male
GIULIANO,URBANI,male
ADOLFO,URSO,male
GIANMATTEO,MATTEOTTI,male
CARLO,USIGLIO,male
MARIO,VALDUCCI,male
ANTONIO,VALIANTE,male
MARIO,VENEZIA,male
GIORGIO,VIDO,male
MICHELE GIUSEPPE,VIETTI,male
PAOLO,VIGEVANO,male
ADRIANO,VIGNALI,male
FABRIZIO,VIGNI,male
VINCENZO,VIVIANI,male
FRANCESCO PAOLO,VOCCOLI,male
VINCENZO,ZACCHEO,male
MARCO,ZACCHERA,male
SECONDO,ZANI,male
KARL,ZELLER,male
GIOVANNI,ZEN,male
EMILIO MARIA,ZENONI,male
LUIGI,ZOCCHI,male
ANDREA,MERLOTTI,male
GIOVANNI,SAONARA,male
SERGIO,TRAVAGLIA,male
VINCENZO,SINISCALCHI,male
VITTORIO,BADINI CONFALONIERI,male
FRANCESCO GIULIO,BAGHINO,male
RICCARDO,MISASI,male
ARISTIDE,MARCHETTI,male
MICHELE,MARCHIO,male
NELLO,MARIANI,male
EDOARDO,MARINO,male
LUIGI,MARIOTTI,male
MARIO DINO,MAROCCO,male
LUIGI,MARRAS,male
MARCO,BACCALINI,male
DECIMO,MARTELLI,male
ANTONIO,MARZOTTO CAOTORTA,male
LODOVICO,MASCHIELLA,male
CORNELIO,MASCIADRI,male
ROBERTO,MASSI,male
GIOVANNI,MATTA,male
GINO,MATTARELLI,male
DOMENICO,BACCHI,male
CESARE,MATTEINI,male
ANTONIO,MAZZARINO,male
ANTONIO MARIO FRANCO,MAZZARRINO,male
ROBERTO,MAZZOTTA,male
STEFANO,MENICACCI,male
LORENZO,MENICHINO,male
GIANFRANCO,MERLI,male
ENZO,MEUCCI,male
VINCENZO,MICELI,male
SALVATORE,MICELI,male
PIETRO,MICHELI,male
FEDERICO PIETRO,MIGNANI,male
GIORGIO,MILANI,male
RAIMONDO,MILIA,male
MICHELE,ACHILLI,male
ALDO,MIRATE,male
GIUSEPPE,MIROGLIO,male
KARL,MITTERDORFER,male
CARLO,MOLE',male
MAURIZIO,MONTI,male
ALDO,MORO,male
DINO,MORO,male
GIOVANNI,MOSCA,male
GIOVANNI,MUSOTTO,male
ISACCO,NAHOUM,male
GIORGIO,NAPOLITANO,male
LORENZO,NATALI PIERUCCI BONDI,male
ALESSANDRO,NATTA,male
ANDREA,NEGRARI,male
CESARINO,NICCOLAI,male
GIUSEPPE,NICCOLAI,male
FRANCO,NICOLAZZI,male
ANGELO,NICOSIA,male
GUGLIELMO,NUCCI,male
FLAVIO,ORLANDI,male
GIANFRANCO,ORSINI,male
GIAN CARLO,PAJETTA,male
CARLO,BALDI,male
FILIPPO MARIA,PANDOLFI,male
GENNARO,PAPA,male
ALFREDO,PAZZAGLIA,male
MARIO,PEDINI,male
RENATO,BALLARDINI,male
GIOVANNI,PELLICANI,male
MICHELE,PELLICANI,male
ERMINIO,PENNACCHINI,male
VALENTINO,PERDONA',male
ANTONINO,PERRONE,male
ALESSANDRO,PERTINI,male
ENEA,PICCINELLI,male
GINO,PICCIOTTO,male
GIUSEPPE,PISANU,male
GIOVANNI,PRANDINI,male
ROBERTO,PREARO,male
LUIGI,PRETI,male
FRANCESCO,PRINCIPE,male
ERNESTO,PUCCI,male
CALOGERO,PUMILIA,male
ENRICO,QUARANTA,male
LUCIANO,RADI,male
LEONELLO,RAFFAELLI,male
DAVIDE,BARBA,male
LEANDRO,RAMPA,male
VINCENZO,RAUCCI,male
GIUSEPPE,RAUTI,male
GIUSEPPE,REALE,male
ORONZO,REALE,male
ALESSANDRO,REGGIANI,male
ALFREDO,REICHLIN,male
ANTONIO,PEPE,male
SERGIO,CHIAMPARINO,male
DARIO,ORTOLANO,male
MARCO FURIO,COLOMBO,male
GIORGIO,PANATTONI,male
RENATO,CAMBURSANO,male
GIORGIO,GARDIOL,male
SERGIO,ROGNA MANASSERO ,male
SALVATORE,BUGLIO,male
GIUSEPPE,NIEDDA,male
LUIGI,MASSA,male
GIORGIO,MERLO,male
MARIO LUCIO,BARRAL,male
VITTORIO,VOGLINO,male
EUGENIO,VIALE,male
RENZO,PENNA,male
LINO,RAVA,male
SANDRO,DELMASTRO DELLE VEDOVE,male
MICHELE,SAPONARA,male
ACHILLE,SERRA,male
GABRIELE ANGELO,PAGLIUZZI,male
GABRIELE,CIMADORO,male
GIOVANNI,DEODATO,male
FRANCESCO,MONACO,male
CARLO GIUSEPPE,STELLUTI,male
ROBERTO,ALBONI,male
MARCO,FUMAGALLI,male
DARIO,RIVOLTA,male
ROBERTO,RADICE,male
ERCOLINO,DUILIO,male
GIAN PAOLO,LANDI,male
SERGIO GUIDO,FUMAGALLI,male
FERDINANDO,TARGETTI,male
FRANCESCO,GIORDANO,male
VINCENZO BERARDINO,ANGELONI,male
SABATINO,ARACU,male
VINCENZO,CERULLI IRELLI,male
NICOLA,CARLESI,male
FEDERICO,ORLANDO,male
GIUSEPPE MARIO,MOLINARI,male
NICOLA GIOVANNI,PAGLIUCA,male
VINCENZO,SICA,male
DOMENICO,IZZO,male
GIOVANNI SAVERIO,PITTELLA,male
GIANLUIGI,SCALTRITTI,male
PIETRO NATALE,GASPERONI,male
GIUSEPPE,FIORONI,male
GIANFRANCO,SARACA,male
PIETRO FAUSTO,CAROTTI,male
GIAN FRANCO,SCHIETROMA,male
CESIDIO,CASINELLI,male
LUCIO,TESTA,male
MAURO,CUTRUFO,male
ENNIO,PARRELLI,male
CARLO,LEONI,male
MASSIMO,POMPILI,male
GIORGIO,PASETTO,male
ENZO,CEREMIGNA,male
DOMENICO,VOLPINI,male
ANDREA,GUARINO,male
PIER PAOLO,CENTO,male
CESARE,PREVITI,male
FABIO,CIANI,male
ANGELO,SANTORI,male
VINCENZO MARIA,VITA,male
PAOLO,BARBI,male
ANTONIOGIORGIO,BENVENUTO,male
STEFANO,LOSURDO,male
MARIO,MASIERO,male
LUIGI,GASTALDI,male
UMBERTO,GIOVINE,male
GIANNI,RISARI,male
RENATO,MONTI,male
DANILO,MORINI,male
ROBERTO,BALDASSARI,male
BRUNO,NICCOLI,male
VINCENZO,BALDASSI,male
GIUSEPPE,NOBERASCO,male
MARCELLO,OLIVI,male
RUGGERO,ORLANDO,male
PIETRO,PADULA,male
RENATO,PALUMBO,male
LEONARDO,PANDOLFO,male
MARIO,PANI,male
PASQUALE,PASCARIELLO,male
FRANCESCO,PATRIARCA,male
VINCENZO,PAVONE,male
EUGENIO,PEGGIO,male
EMILIO,PEGORARO,male
SERGIO,PELLIZZARI,male
MAURIZIO,PENSA,male
TOMMASO,PERANTUONO,male
RENATO,BALLARIN,male
FRANCESCO,PETRONIO,male
AMERIGO,PETRUCCI,male
SERGIO,PEZZATI,male
DOMENICO,PICA,male
ROLANDO,PICCHIONI,male
ENRICO,PICCONE,male
PIETRO,PIROLO,male
NATALE,PISICCHIO,male
FERRUCCIO,PISONI,male
MICHELE,PISTILLO,male
MARIO,POCHETTI,male
ENNIO,POMPEI,male
GIORGIO,POSTAL,male
PASQUALE,BANDIERA,male
NEVOL,QUERCI,male
FAUSTO SAMUELE,QUILLERI,male
MARINO,RAICICH,male
FRANCESCO,RAUSA,male
PIETRO,RENDE,male
SERGIO,TRABATTONI,male
RUGGERO,RUGGERI,male
FRANCO,RAFFALDINI,male
MASSIMO MARIA,BERRUTI,male
FRANCESCO,MERLONI,male
CARLO AMBROGIO,FRIGERIO,male
GIANCARLO,GIORGETTI,male
RENZO,TOSOLINI,male
PAOLO,COLOMBO,male
MARIO ALBERTO,TABORELLI,male
UGO,PAROLO,male
LAMBERTO,RIVA,male
ETTORE PIETRO,PIROVANO,male
SILVESTRO,TERZI,male
GIACOMO,STUCCHI,male
DIEGO ANTONIO,ALBORGHETTI,male
PAOLO,CORSINI,male
EMILIO,DELBONO,male
ADRIANO,PAROLI,male
FRANCESCO,FERRARI,male
ROBERTO GOTTARDO,FAUSTINELLI,male
ALESSANDRO,CE',male
DAVIDE CARLO,CAPARINI,male
FRANCO,FRATTINI,male
SANDRO,SCHMID,male
LUIGI,OLIVIERI,male
GIUSEPPE,DETOMAS,male
MARIO,PRESTAMBURGO,male
RINALDO,BOSCO,male
DANIELE,FRANZ,male
DOMENICO,PITTINO,male
MANLIO,CONTENTO,male
GIORGIO,REBUFFA,male
CLAUDIO,SCAJOLA,male
GIOVANNI EUGENIO,MARONGIU,male
CLAUDIO,BURLANDO,male
ALESSANDRO GIOVANNI,REPETTO,male
NERIO,NESI,male
PIERALFONSO,FRATTA PASINI,male
ALBERTO,GIORGETTI,male
LUCA ALBERTO PAOLO,BAGLIANI,male
TIZIANO,TREU,male
FIORENZO,DALLA ROSA,male
DANIELE,APOLLONI,male
CARLO,FONGARO,male
LUIGINO MARIO,VASCON,male
GIANANTONIO,MAZZOCCHIN,male
PIERO,RUZZANTE,male
SERGIO,MANZATO,male
DINO,SCANTAMBURLO,male
GABRIELE,FRIGATO,male
DEMETRIO PIETRO,ERRIGO,male
FRANCESCO,BONATO,male
PAOLO,PERUZZA,male
MARCELLO,BASSO,male
LUCIANO,DUSSIN,male
GIUSEPPE,COVRE,male
GUIDO,DUSSIN,male
FABIO,CALZAVARA,male
LAMBERTO,DINI,male
LAPO,PISTELLI,male
GIORGIO,MALENTACCHI,male
CORNELIO,VELTRI,male
NATALE MARIA ALFONSO,D'AMICO,male
ALFREDO,STRAMBI,male
MARCO,SUSINI,male
SAURO,SEDIOLI,male
ROMANO,PRODI,male
SERGIO,SABATTINI,male
SALVATORE,BIASCO,male
ROBERTO,GUERZONI,male
TOMMASO,FOTI,male
MAURIZIO,MIGLIAVACCA,male
ROBERTO,BARBIERI,male
RAFFAELE,CANANZI,male
SALVATORE,PICCOLO,male
DOMENICO,TUCCILLO,male
UBERTO,SIOLA,male
PAOLO,RUSSO,male
ANIELLO,DI NARDO,male
GIUSEPPE,PETRELLA,male
ITALO,BOCCHINO,male
MARIO,GAZZILLI,male
NICOLA,COSENTINO,male
MICHELE,ABBATE,male
ANTONIO,MACCANICO,male
ROBERTO,MANZIONE,male
GENNARO,MALGIERI,male
GIUSEPPE,FRONZUTI,male
RAFFAELE,MAROTTA,male
NICANDRO,MARINACCI,male
MICHELE,RICCI,male
ALFREDO,MANTOVANO,male
VITTORIO,ANGELICI,male
GIANCARLO,CITO,male
UGO,MALAGNINO,male
ROCCO,MAGGI,male
PAOLO,RUBINO,male
ANTONIO,LORUSSO,male
GIANNICOLA,SINISI,male
ERMANNO,IACOBELLIS,male
GIUSEPPE,ROSSIELLO,male
GIOVANNI,DIVELLA,male
ROSARIO  ANTONIO,POLIZZI,male
DONATO,BRUNO,male
COSIMO,FAGGIANO,male
LUIGI,VITALI,male
FRANCESCO,FINO,male
ALDO,BRANCATI,male
PAOLO,PALMA,male
GIUSEPPE,GALATI,male
MASSIMO,MAURO,male
ROCCO ANTONIO,GAETANI,male
DOMENICO PAOLO,ROMANO CARRATELLI,male
GIOVANNI,FILOCAMO,male
ARMANDO,VENETO,male
MASSIMO,GRILLO,male
SALVATORE,GIACALONE,male
GASPARE,GIUDICE,male
CARMELO,CARRARA,male
FILIPPO,MISURACA,male
GIUSEPPE,AMATO,male
ANTONINO,MANGIACAVALLO,male
FRANCESCO,STAGNO D'ALCONTRES,male
GAETANO,RABBITO,male
MICHELE RENATO,CAPPELLA,male
ANTONIO,BORROMETI,male
GIOVANNI BATTISTA,CARUANO,male
PAOLO,CUCCU,male
GIOVANNI,MARRAS,male
GIUSEPPE,ALEFFI,male
SALVATORE,CHERCHI,male
SALVATORE,LADU,male
ANTONIO,ATTILI,male
FRANCESCO,CARBONI,male
PAOLO,MANCA,male
GIULIO,SAVELLI,male
CESARE,RIZZI,male
LEONE,DELFINO,male
PIERO,MELOGRANI,male
STEFANO,RICCIO,male
GAETANO,RASI,male
TERESIO,DELFINO,male
LUCIO,COLLETTI,male
PAOLO,RICCIOTTI,male
PIETRO,ARMANI,male
MICAEL,SALVATI,male
PAOLO,ARMAROLI,male
STEFANO,BASTIANONI,male
FILIPPO,BERSELLI,male
ANTONIO,BOCCIA,male
UMBERTO,CHINCARINI,male
FRANCO,CHIUSOLI,male
PIERLUIGI,COPERCINI,male
GIOVANNI,CREMA,male
GIOVANNI,DELL'ELCE,male
ANTONIO,DI BISCEGLIE,male
FRANCESCO,DI COMITE,male
GIUSEPPE MARCO,FOLLINI,male
PIETRO,FONTANINI,male
ALBERTO GIORGIO,GAGLIARDI,male
ALESSANDRO,GALEAZZI,male
ANTONINO,GAZZARA,male
PIETRO,GIANNATTASIO,male
PASQUALE,GIULIANO,male
ANTONINO,LO PRESTI,male
FILIPPO,MANCUSO,male
LUIGI,MARTINI,male
ANTONIO,MARZANO,male
GIOVANNI,MELONI,male
MARIO,MICHELANGELI,male
RICCARDO,MIGLIORI,male
NICOLA,MIRAGLIA DEL GIUDICE,male
LUIGI,OCCHIONERO,male
CARLO,PACE,male
GIANCARLO,PAGLIARINI,male
ELIO MASSIMO,PALMIZIO,male
LIVIO,PROIETTI,male
EDO,ROSSI,male
OSVALDO,SCRIVANI,male
STEFANO,STEFANI,male
FRANCESCO PIETRO,STRADELLA,male
GAETANO,VENETO,male
LUCA GIUSEPPE,VOLONTE',male
AUGUSTO,FANTOZZI,male
GIACOMO,CHIAPPORI,male
SIMONE ENRICO,GNAGA,male
PAOLO,BONAIUTI,male
GUIDO,POSSA,male
EDUARDO,BRUNO,male
WALTER,DE CESARIS,male
GIULIANO,PISAPIA,male
BONAVENTURA,LAMACCHIA,male
ROBERTO,VILLETTI,male
GIANCLAUDIO,BRESSA,male
MASSIMO,OSTILLIO,male
LUIGI,CESARO,male
LUCA,DANESE,male
MARCELLO,DELL'UTRI,male
ANTONIO,LEONE,male
GIOVANNI GIUSEPPE PAOLO,PANETTA,male
GIUSEPPE,DEL BARONE,male
FILIPPO,ASCIERTO,male
DARIO,GALLI,male
GAETANO,PECORELLA,male
MICHELE,CORVINO,male
SALVATORE,TATARELLA,male
ANTONIO,LUONGO,male
ARTURO MARIO LUIGI,PARISI,male
ENRICO LUIGI,MICHELI,male
MICHELE,VENTURA,male
FRANCESCO,MAIONE,male
ANTONIO,LODDO,male
GUIDO GIUSEPPE,ROSSI,male
GIORGIO,BISSACCO,male
ALBERTO,AIARDI,male
VIRGINIO,ROGNONI,male
PIER LUIGI,ROMITA,male
MARIANO,RUMOR,male
CESARE,DE PICCOLI,male
FERDINANDO,DE FRANCISCIS,male
GIANCARLO,LOMBARDI,male
LUIGI,COLONNA,male
MAURO,FABRIS,male
LUCIANO,DONNER,male
EMIDIO,REVELLI,male
PIETRO,RICCIO,male
SALVATORE,RIELA,male
UMBERTO,RIGHETTI,male
ENRICO,RIZZI,male
GIOVANNI,ROBERTI,male
GENNARO,BARBONI,male
NETTUNO PINO,ROMUALDI,male
ELIO,ROSATI,male
ATTILIO,RUFFINI,male
CARLO,RUSSO,male
FERDINANDO,RUSSO,male
LUCIANO,BARCA,male
ANGELO,SALIZZONI,male
ELVIO ALFONSO,SALVATORE,male
FRANCO,SALVI,male
RENATO,SANDRI,male
CARLO,SANGALLI,male
ORAZIO,SANTAGATI,male
GIORGIO,SANTUZ,male
MARIO,BARDELLI,male
ANGELO MARIA,SANZA,male
