"name","prizeName","year","gender","category"
"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn","The Nobel Peace Prize 1949","1949","male","http://data.nobelprize.org/terms/Peace"
"Hideki Yukawa","The Nobel Prize in Physics 1949","1949","male","http://data.nobelprize.org/terms/Physics"
"António Caetano de Abreu Freire Egas Moniz","The Nobel Prize in Physiology or Medicine 1949","1949","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Walter Rudolf Hess","The Nobel Prize in Physiology or Medicine 1949","1949","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Kurt Alder","The Nobel Prize in Chemistry 1950","1950","male","http://data.nobelprize.org/terms/Chemistry"
"Otto Paul Hermann Diels","The Nobel Prize in Chemistry 1950","1950","male","http://data.nobelprize.org/terms/Chemistry"
"Earl (Bertrand Arthur William) Russell","The Nobel Prize in Literature 1950","1950","male","http://data.nobelprize.org/terms/Literature"
"Ralph Bunche","The Nobel Peace Prize 1950","1950","male","http://data.nobelprize.org/terms/Peace"
"Cecil Frank Powell","The Nobel Prize in Physics 1950","1950","male","http://data.nobelprize.org/terms/Physics"
"Edward Calvin Kendall","The Nobel Prize in Physiology or Medicine 1950","1950","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Philip Showalter Hench","The Nobel Prize in Physiology or Medicine 1950","1950","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Tadeus Reichstein","The Nobel Prize in Physiology or Medicine 1950","1950","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Edwin Mattison McMillan","The Nobel Prize in Chemistry 1951","1951","male","http://data.nobelprize.org/terms/Chemistry"
"Glenn Theodore Seaborg","The Nobel Prize in Chemistry 1951","1951","male","http://data.nobelprize.org/terms/Chemistry"
"Pär Fabian Lagerkvist","The Nobel Prize in Literature 1951","1951","male","http://data.nobelprize.org/terms/Literature"
"Léon Jouhaux","The Nobel Peace Prize 1951","1951","male","http://data.nobelprize.org/terms/Peace"
"Ernest Thomas Sinton Walton","The Nobel Prize in Physics 1951","1951","male","http://data.nobelprize.org/terms/Physics"
"Sir John Douglas Cockcroft","The Nobel Prize in Physics 1951","1951","male","http://data.nobelprize.org/terms/Physics"
"Max Theiler","The Nobel Prize in Physiology or Medicine 1951","1951","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Archer John Porter Martin","The Nobel Prize in Chemistry 1952","1952","male","http://data.nobelprize.org/terms/Chemistry"
"Richard Laurence Millington Synge","The Nobel Prize in Chemistry 1952","1952","male","http://data.nobelprize.org/terms/Chemistry"
"François Mauriac","The Nobel Prize in Literature 1952","1952","male","http://data.nobelprize.org/terms/Literature"
"Albert Schweitzer","The Nobel Peace Prize 1952","1952","male","http://data.nobelprize.org/terms/Peace"
"Edward Mills Purcell","The Nobel Prize in Physics 1952","1952","male","http://data.nobelprize.org/terms/Physics"
"Felix Bloch","The Nobel Prize in Physics 1952","1952","male","http://data.nobelprize.org/terms/Physics"
"Selman Abraham Waksman","The Nobel Prize in Physiology or Medicine 1952","1952","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Hermann Staudinger","The Nobel Prize in Chemistry 1953","1953","male","http://data.nobelprize.org/terms/Chemistry"
"Sir Winston Leonard Spencer Churchill","The Nobel Prize in Literature 1953","1953","male","http://data.nobelprize.org/terms/Literature"
"George Catlett Marshall","The Nobel Peace Prize 1953","1953","male","http://data.nobelprize.org/terms/Peace"
"Frits Zernike","The Nobel Prize in Physics 1953","1953","male","http://data.nobelprize.org/terms/Physics"
"Fritz Albert Lipmann","The Nobel Prize in Physiology or Medicine 1953","1953","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Hans Adolf Krebs","The Nobel Prize in Physiology or Medicine 1953","1953","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Linus Carl Pauling","The Nobel Prize in Chemistry 1954","1954","male","http://data.nobelprize.org/terms/Chemistry"
"Ernest Miller Hemingway","The Nobel Prize in Literature 1954","1954","male","http://data.nobelprize.org/terms/Literature"
"Max Born","The Nobel Prize in Physics 1954","1954","male","http://data.nobelprize.org/terms/Physics"
"Walther Bothe","The Nobel Prize in Physics 1954","1954","male","http://data.nobelprize.org/terms/Physics"
"Frederick Chapman Robbins","The Nobel Prize in Physiology or Medicine 1954","1954","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"John Franklin Enders","The Nobel Prize in Physiology or Medicine 1954","1954","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Thomas Huckle Weller","The Nobel Prize in Physiology or Medicine 1954","1954","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Vincent du Vigneaud","The Nobel Prize in Chemistry 1955","1955","male","http://data.nobelprize.org/terms/Chemistry"
"Halldór Kiljan Laxness","The Nobel Prize in Literature 1955","1955","male","http://data.nobelprize.org/terms/Literature"
"Polykarp Kusch","The Nobel Prize in Physics 1955","1955","male","http://data.nobelprize.org/terms/Physics"
"Willis Eugene Lamb","The Nobel Prize in Physics 1955","1955","male","http://data.nobelprize.org/terms/Physics"
"Axel Hugo Theodor Theorell","The Nobel Prize in Physiology or Medicine 1955","1955","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Nikolay Nikolaevich Semenov","The Nobel Prize in Chemistry 1956","1956","male","http://data.nobelprize.org/terms/Chemistry"
"Sir Cyril Norman Hinshelwood","The Nobel Prize in Chemistry 1956","1956","male","http://data.nobelprize.org/terms/Chemistry"
"Juan Ramón Jiménez","The Nobel Prize in Literature 1956","1956","male","http://data.nobelprize.org/terms/Literature"
"John Bardeen","The Nobel Prize in Physics 1956","1956","male","http://data.nobelprize.org/terms/Physics"
"Walter Houser Brattain","The Nobel Prize in Physics 1956","1956","male","http://data.nobelprize.org/terms/Physics"
"William Bradford Shockley","The Nobel Prize in Physics 1956","1956","male","http://data.nobelprize.org/terms/Physics"
"André Frédéric Cournand","The Nobel Prize in Physiology or Medicine 1956","1956","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Dickinson W. Richards","The Nobel Prize in Physiology or Medicine 1956","1956","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Werner Forssmann","The Nobel Prize in Physiology or Medicine 1956","1956","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Lord (Alexander R.) Todd","The Nobel Prize in Chemistry 1957","1957","male","http://data.nobelprize.org/terms/Chemistry"
"Albert Camus","The Nobel Prize in Literature 1957","1957","male","http://data.nobelprize.org/terms/Literature"
"Lester Bowles Pearson","The Nobel Peace Prize 1957","1957","male","http://data.nobelprize.org/terms/Peace"
"Chen Ning Yang","The Nobel Prize in Physics 1957","1957","male","http://data.nobelprize.org/terms/Physics"
"Tsung-Dao (T.D.) Lee","The Nobel Prize in Physics 1957","1957","male","http://data.nobelprize.org/terms/Physics"
"Daniel Bovet","The Nobel Prize in Physiology or Medicine 1957","1957","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Frederick Sanger","The Nobel Prize in Chemistry 1958","1958","male","http://data.nobelprize.org/terms/Chemistry"
"Boris Leonidovich Pasternak","The Nobel Prize in Literature 1958","1958","male","http://data.nobelprize.org/terms/Literature"
"Georges Pire","The Nobel Peace Prize 1958","1958","male","http://data.nobelprize.org/terms/Peace"
"Igor Yevgenyevich Tamm","The Nobel Prize in Physics 1958","1958","male","http://data.nobelprize.org/terms/Physics"
"Il´ja Mikhailovich Frank","The Nobel Prize in Physics 1958","1958","male","http://data.nobelprize.org/terms/Physics"
"Pavel Alekseyevich Cherenkov","The Nobel Prize in Physics 1958","1958","male","http://data.nobelprize.org/terms/Physics"
"Edward Lawrie Tatum","The Nobel Prize in Physiology or Medicine 1958","1958","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"George Wells Beadle","The Nobel Prize in Physiology or Medicine 1958","1958","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Joshua Lederberg","The Nobel Prize in Physiology or Medicine 1958","1958","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Jaroslav Heyrovsky","The Nobel Prize in Chemistry 1959","1959","male","http://data.nobelprize.org/terms/Chemistry"
"Salvatore Quasimodo","The Nobel Prize in Literature 1959","1959","male","http://data.nobelprize.org/terms/Literature"
"Philip J. Noel-Baker","The Nobel Peace Prize 1959","1959","male","http://data.nobelprize.org/terms/Peace"
"Emilio Gino Segrè","The Nobel Prize in Physics 1959","1959","male","http://data.nobelprize.org/terms/Physics"
"Owen Chamberlain","The Nobel Prize in Physics 1959","1959","male","http://data.nobelprize.org/terms/Physics"
"Arthur Kornberg","The Nobel Prize in Physiology or Medicine 1959","1959","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Severo Ochoa","The Nobel Prize in Physiology or Medicine 1959","1959","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Willard Frank Libby","The Nobel Prize in Chemistry 1960","1960","male","http://data.nobelprize.org/terms/Chemistry"
"Saint-John Perse","The Nobel Prize in Literature 1960","1960","male","http://data.nobelprize.org/terms/Literature"
"Albert John Lutuli","The Nobel Peace Prize 1960","1960","male","http://data.nobelprize.org/terms/Peace"
"Donald Arthur Glaser","The Nobel Prize in Physics 1960","1960","male","http://data.nobelprize.org/terms/Physics"
"Peter Brian Medawar","The Nobel Prize in Physiology or Medicine 1960","1960","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Frank Macfarlane Burnet","The Nobel Prize in Physiology or Medicine 1960","1960","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Melvin Calvin","The Nobel Prize in Chemistry 1961","1961","male","http://data.nobelprize.org/terms/Chemistry"
"Ivo Andric","The Nobel Prize in Literature 1961","1961","male","http://data.nobelprize.org/terms/Literature"
"Dag Hjalmar Agne Carl Hammarskjöld","The Nobel Peace Prize 1961","1961","male","http://data.nobelprize.org/terms/Peace"
"Robert Hofstadter","The Nobel Prize in Physics 1961","1961","male","http://data.nobelprize.org/terms/Physics"
"Rudolf Ludwig Mössbauer","The Nobel Prize in Physics 1961","1961","male","http://data.nobelprize.org/terms/Physics"
"Georg von Békésy","The Nobel Prize in Physiology or Medicine 1961","1961","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"John Cowdery Kendrew","The Nobel Prize in Chemistry 1962","1962","male","http://data.nobelprize.org/terms/Chemistry"
"Max Ferdinand Perutz","The Nobel Prize in Chemistry 1962","1962","male","http://data.nobelprize.org/terms/Chemistry"
"John Steinbeck","The Nobel Prize in Literature 1962","1962","male","http://data.nobelprize.org/terms/Literature"
"Linus Carl Pauling","The Nobel Peace Prize 1962","1962","male","http://data.nobelprize.org/terms/Peace"
"Lev Davidovich Landau","The Nobel Prize in Physics 1962","1962","male","http://data.nobelprize.org/terms/Physics"
"Francis Harry Compton Crick","The Nobel Prize in Physiology or Medicine 1962","1962","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"James Dewey Watson","The Nobel Prize in Physiology or Medicine 1962","1962","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Maurice Hugh Frederick Wilkins","The Nobel Prize in Physiology or Medicine 1962","1962","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Giulio Natta","The Nobel Prize in Chemistry 1963","1963","male","http://data.nobelprize.org/terms/Chemistry"
"Karl Ziegler","The Nobel Prize in Chemistry 1963","1963","male","http://data.nobelprize.org/terms/Chemistry"
"Giorgos Seferis","The Nobel Prize in Literature 1963","1963","male","http://data.nobelprize.org/terms/Literature"
"Maria Goeppert Mayer","The Nobel Prize in Physics 1963","1963","female","http://data.nobelprize.org/terms/Physics"
"Eugene Paul Wigner","The Nobel Prize in Physics 1963","1963","male","http://data.nobelprize.org/terms/Physics"
"J. Hans D. Jensen","The Nobel Prize in Physics 1963","1963","male","http://data.nobelprize.org/terms/Physics"
"Alan Lloyd Hodgkin","The Nobel Prize in Physiology or Medicine 1963","1963","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Andrew Fielding Huxley","The Nobel Prize in Physiology or Medicine 1963","1963","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir John Carew Eccles","The Nobel Prize in Physiology or Medicine 1963","1963","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Dorothy Crowfoot Hodgkin","The Nobel Prize in Chemistry 1964","1964","female","http://data.nobelprize.org/terms/Chemistry"
"Jean-Paul Sartre","The Nobel Prize in Literature 1964","1964","male","http://data.nobelprize.org/terms/Literature"
"Martin Luther King Jr.","The Nobel Peace Prize 1964","1964","male","http://data.nobelprize.org/terms/Peace"
"Aleksandr Mikhailovich Prokhorov","The Nobel Prize in Physics 1964","1964","male","http://data.nobelprize.org/terms/Physics"
"Charles Hard Townes","The Nobel Prize in Physics 1964","1964","male","http://data.nobelprize.org/terms/Physics"
"Nicolay Gennadiyevich Basov","The Nobel Prize in Physics 1964","1964","male","http://data.nobelprize.org/terms/Physics"
"Feodor Lynen","The Nobel Prize in Physiology or Medicine 1964","1964","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Konrad Bloch","The Nobel Prize in Physiology or Medicine 1964","1964","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Robert Burns Woodward","The Nobel Prize in Chemistry 1965","1965","male","http://data.nobelprize.org/terms/Chemistry"
"Mikhail Aleksandrovich Sholokhov","The Nobel Prize in Literature 1965","1965","male","http://data.nobelprize.org/terms/Literature"
"Julian Schwinger","The Nobel Prize in Physics 1965","1965","male","http://data.nobelprize.org/terms/Physics"
"Richard P. Feynman","The Nobel Prize in Physics 1965","1965","male","http://data.nobelprize.org/terms/Physics"
"Sin-Itiro Tomonaga","The Nobel Prize in Physics 1965","1965","male","http://data.nobelprize.org/terms/Physics"
"André Lwoff","The Nobel Prize in Physiology or Medicine 1965","1965","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"François Jacob","The Nobel Prize in Physiology or Medicine 1965","1965","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Jacques Monod","The Nobel Prize in Physiology or Medicine 1965","1965","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Robert S. Mulliken","The Nobel Prize in Chemistry 1966","1966","male","http://data.nobelprize.org/terms/Chemistry"
"Nelly Sachs","The Nobel Prize in Literature 1966","1966","female","http://data.nobelprize.org/terms/Literature"
"Shmuel Yosef Agnon","The Nobel Prize in Literature 1966","1966","male","http://data.nobelprize.org/terms/Literature"
"Alfred Kastler","The Nobel Prize in Physics 1966","1966","male","http://data.nobelprize.org/terms/Physics"
"Charles Brenton Huggins","The Nobel Prize in Physiology or Medicine 1966","1966","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Peyton Rous","The Nobel Prize in Physiology or Medicine 1966","1966","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"George Porter","The Nobel Prize in Chemistry 1967","1967","male","http://data.nobelprize.org/terms/Chemistry"
"Manfred Eigen","The Nobel Prize in Chemistry 1967","1967","male","http://data.nobelprize.org/terms/Chemistry"
"Ronald George Wreyford Norrish","The Nobel Prize in Chemistry 1967","1967","male","http://data.nobelprize.org/terms/Chemistry"
"Miguel Angel Asturias","The Nobel Prize in Literature 1967","1967","male","http://data.nobelprize.org/terms/Literature"
"Hans Albrecht Bethe","The Nobel Prize in Physics 1967","1967","male","http://data.nobelprize.org/terms/Physics"
"George Wald","The Nobel Prize in Physiology or Medicine 1967","1967","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Haldan Keffer Hartline","The Nobel Prize in Physiology or Medicine 1967","1967","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Ragnar Granit","The Nobel Prize in Physiology or Medicine 1967","1967","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Lars Onsager","The Nobel Prize in Chemistry 1968","1968","male","http://data.nobelprize.org/terms/Chemistry"
"Yasunari Kawabata","The Nobel Prize in Literature 1968","1968","male","http://data.nobelprize.org/terms/Literature"
"René Cassin","The Nobel Peace Prize 1968","1968","male","http://data.nobelprize.org/terms/Peace"
"Luis Walter Alvarez","The Nobel Prize in Physics 1968","1968","male","http://data.nobelprize.org/terms/Physics"
"Har Gobind Khorana","The Nobel Prize in Physiology or Medicine 1968","1968","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Marshall W. Nirenberg","The Nobel Prize in Physiology or Medicine 1968","1968","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Robert W. Holley","The Nobel Prize in Physiology or Medicine 1968","1968","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Derek H. R. Barton","The Nobel Prize in Chemistry 1969","1969","male","http://data.nobelprize.org/terms/Chemistry"
"Odd Hassel","The Nobel Prize in Chemistry 1969","1969","male","http://data.nobelprize.org/terms/Chemistry"
"Jan Tinbergen","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1969","1969","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Ragnar Frisch","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1969","1969","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Samuel Beckett","The Nobel Prize in Literature 1969","1969","male","http://data.nobelprize.org/terms/Literature"
"Murray Gell-Mann","The Nobel Prize in Physics 1969","1969","male","http://data.nobelprize.org/terms/Physics"
"Alfred D. Hershey","The Nobel Prize in Physiology or Medicine 1969","1969","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Max Delbrück","The Nobel Prize in Physiology or Medicine 1969","1969","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Salvador E. Luria","The Nobel Prize in Physiology or Medicine 1969","1969","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Luis F. Leloir","The Nobel Prize in Chemistry 1970","1970","male","http://data.nobelprize.org/terms/Chemistry"
"Paul A. Samuelson","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1970","1970","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Aleksandr Isayevich Solzhenitsyn","The Nobel Prize in Literature 1970","1970","male","http://data.nobelprize.org/terms/Literature"
"Norman Ernest Borlaug","The Nobel Peace Prize 1970","1970","male","http://data.nobelprize.org/terms/Peace"
"Hannes Olof Gösta Alfvén","The Nobel Prize in Physics 1970","1970","male","http://data.nobelprize.org/terms/Physics"
"Louis Eugène Félix Néel","The Nobel Prize in Physics 1970","1970","male","http://data.nobelprize.org/terms/Physics"
"Julius Axelrod","The Nobel Prize in Physiology or Medicine 1970","1970","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Sir Bernard Katz","The Nobel Prize in Physiology or Medicine 1970","1970","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Ulf von Euler","The Nobel Prize in Physiology or Medicine 1970","1970","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Gerhard Herzberg","The Nobel Prize in Chemistry 1971","1971","male","http://data.nobelprize.org/terms/Chemistry"
"Simon Kuznets","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1971","1971","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Pablo Neruda","The Nobel Prize in Literature 1971","1971","male","http://data.nobelprize.org/terms/Literature"
"Willy Brandt","The Nobel Peace Prize 1971","1971","male","http://data.nobelprize.org/terms/Peace"
"Dennis Gabor","The Nobel Prize in Physics 1971","1971","male","http://data.nobelprize.org/terms/Physics"
"Earl W. Sutherland, Jr.","The Nobel Prize in Physiology or Medicine 1971","1971","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Christian B. Anfinsen","The Nobel Prize in Chemistry 1972","1972","male","http://data.nobelprize.org/terms/Chemistry"
"Stanford Moore","The Nobel Prize in Chemistry 1972","1972","male","http://data.nobelprize.org/terms/Chemistry"
"William H. Stein","The Nobel Prize in Chemistry 1972","1972","male","http://data.nobelprize.org/terms/Chemistry"
"John R. Hicks","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1972","1972","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Kenneth J. Arrow","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1972","1972","male","http://data.nobelprize.org/terms/Economic_Sciences"
"Heinrich Böll","The Nobel Prize in Literature 1972","1972","male","http://data.nobelprize.org/terms/Literature"
"John Bardeen","The Nobel Prize in Physics 1972","1972","male","http://data.nobelprize.org/terms/Physics"
"John Robert Schrieffer","The Nobel Prize in Physics 1972","1972","male","http://data.nobelprize.org/terms/Physics"
"Leon Neil Cooper","The Nobel Prize in Physics 1972","1972","male","http://data.nobelprize.org/terms/Physics"
"Gerald M. Edelman","The Nobel Prize in Physiology or Medicine 1972","1972","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Rodney R. Porter","The Nobel Prize in Physiology or Medicine 1972","1972","male","http://data.nobelprize.org/terms/Physiology_or_Medicine"
"Ernst Otto Fischer","The Nobel Prize in Chemistry 1973","1973","male","http://data.nobelprize.org/terms/Chemistry"
"Geoffrey Wilkinson","The Nobel Prize in Chemistry 1973","1973","male","http://data.nobelprize.org/terms/Chemistry"
